scenario_id,schedule_case,V,AHT,OCC,SHK,Hg,T,week_pattern,p_weekdays,weekday_split,weekday_step,K,ratio_target,pos1,pos2,width1,width2,width_assignment_rule,peak_amplitude_rule,peak_amplitude_ratio,H_talk,H_prod,H_paid,HC_teorico,HC_teorico_ceil,H_prod_noSHK,HC_gross,HC_gross_ceil,ratio_real,lambda,ratio_capped,calls_sum,calls_min,calls_max,fte_min,fte_max,day_weights,n0,N_final,solver_status,objective,coverage,coverage_target,coverage_fail,sum_required,sum_under,sum_over,runtime_sec,workers
D_d4ce6eb48b_run1,run1,7500,300,0.700,0.200,42,0.500,W2,0.950,decreasing-to-friday,0.020,2,2,12.000,38.000,17.000,17.000,equal,equal,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,2.000,0.747,False,7500,2,37,0.476,8.810,"[0.197, 0.194, 0.19, 0.186, 0.183, 0.025, 0.025]",22.000,22.000,OPTIMAL,166.770,0.907,0.900,False,1785.714,166.762,229.048,141.390,1.000
D_d4ce6eb48b_run2,run2,7500,300,0.700,0.200,42,0.500,W2,0.950,decreasing-to-friday,0.020,2,2,12.000,38.000,17.000,17.000,equal,equal,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,2.000,0.747,False,7500,2,37,0.476,8.810,"[0.197, 0.194, 0.19, 0.186, 0.183, 0.025, 0.025]",22.000,24.000,FEASIBLE,111.810,0.937,0.900,False,1785.714,111.810,342.095,1200.023,1.000
D_d5104f8310_run1,run1,7500,300,0.700,0.200,42,0.500,W1,,,,2,4,12.000,38.000,17.000,17.000,equal,different_1_gt_2,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,3.517,1.000,True,7500,10,37,2.381,8.810,"[0.143, 0.143, 0.143, 0.143, 0.143, 0.143, 0.143]",22.000,20.000,FEASIBLE,176.600,0.902,0.900,False,1785.714,175.571,69.857,420.019,1.000
D_d5104f8310_run2,run2,7500,300,0.700,0.200,42,0.500,W1,,,,2,4,12.000,38.000,17.000,17.000,equal,different_1_gt_2,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,3.517,1.000,True,7500,10,37,2.381,8.810,"[0.143, 0.143, 0.143, 0.143, 0.143, 0.143, 0.143]",22.000,21.000,FEASIBLE,172.340,0.904,0.900,False,1785.714,172.238,150.524,1200.023,1.000
D_d533dcf099_run1,run1,7500,300,0.700,0.200,42,0.500,W2,0.850,uniform,0.020,2,6,10.000,28.000,16.000,16.000,equal,different_1_gt_2,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,6.000,0.772,False,7500,3,43,0.714,10.238,"[0.17, 0.17, 0.17, 0.17, 0.17, 0.075, 0.075]",22.000,20.000,FEASIBLE,158.060,0.913,0.900,False,1785.714,156.095,50.381,420.027,1.000
D_d533dcf099_run2,run2,7500,300,0.700,0.200,42,0.500,W2,0.850,uniform,0.020,2,6,10.000,28.000,16.000,16.000,equal,different_1_gt_2,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,6.000,0.772,False,7500,3,43,0.714,10.238,"[0.17, 0.17, 0.17, 0.17, 0.17, 0.075, 0.075]",22.000,20.000,FEASIBLE,163.070,0.909,0.900,False,1785.714,162.286,56.571,1200.046,1.000
D_d5b481f3b3_run1,run1,7500,300,0.700,0.200,42,0.500,W2,0.950,increasing-to-friday,0.020,2,2,22.000,40.000,17.000,17.000,equal,different_1_gt_2,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,2.000,0.386,False,7500,2,39,0.476,9.286,"[0.183, 0.186, 0.19, 0.194, 0.197, 0.025, 0.025]",22.000,22.000,OPTIMAL,172.750,0.903,0.900,False,1785.714,172.762,235.048,74.489,1.000
D_d5b481f3b3_run2,run2,7500,300,0.700,0.200,42,0.500,W2,0.950,increasing-to-friday,0.020,2,2,22.000,40.000,17.000,17.000,equal,different_1_gt_2,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,2.000,0.386,False,7500,2,39,0.476,9.286,"[0.183, 0.186, 0.19, 0.194, 0.197, 0.025, 0.025]",22.000,22.000,FEASIBLE,155.200,0.916,0.900,False,1785.714,150.476,212.762,1200.016,1.000
D_d5d16eeda0_run1,run1,7500,300,0.700,0.200,42,0.500,W2,0.950,increasing-to-friday,0.020,2,6,10.000,28.000,25.000,16.000,extremes_high_low,different_1_gt_2,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,6.000,0.819,False,7500,1,42,0.238,10.000,"[0.183, 0.186, 0.19, 0.194, 0.197, 0.025, 0.025]",22.000,22.000,FEASIBLE,173.570,0.903,0.900,False,1785.714,173.571,235.857,420.020,1.000
D_d5d16eeda0_run2,run2,7500,300,0.700,0.200,42,0.500,W2,0.950,increasing-to-friday,0.020,2,6,10.000,28.000,25.000,16.000,extremes_high_low,different_1_gt_2,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,6.000,0.819,False,7500,1,42,0.238,10.000,"[0.183, 0.186, 0.19, 0.194, 0.197, 0.025, 0.025]",22.000,20.000,FEASIBLE,173.100,0.903,0.900,False,1785.714,173.095,67.381,1200.022,1.000
D_d6295c1a45_run1,run1,7500,300,0.700,0.200,42,0.500,W1,,,,1,2,14.000,,16.000,,,,,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,2.000,0.287,False,7500,16,32,3.810,7.619,"[0.143, 0.143, 0.143, 0.143, 0.143, 0.143, 0.143]",22.000,21.000,FEASIBLE,147.600,0.919,0.900,False,1785.714,145.381,123.667,420.015,1.000
D_d6295c1a45_run2,run2,7500,300,0.700,0.200,42,0.500,W1,,,,1,2,14.000,,16.000,,,,,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,2.000,0.287,False,7500,16,32,3.810,7.619,"[0.143, 0.143, 0.143, 0.143, 0.143, 0.143, 0.143]",22.000,21.000,FEASIBLE,165.110,0.908,0.900,False,1785.714,165.143,143.429,1200.024,1.000
D_d63ed74809_run1,run1,7500,300,0.700,0.200,42,0.500,W2,0.850,decreasing-to-friday,0.020,2,4,22.000,40.000,17.000,17.000,equal,different_1_lt_2,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,4.000,0.638,False,7500,4,42,0.952,10.000,"[0.177, 0.173, 0.17, 0.167, 0.163, 0.075, 0.075]",22.000,21.000,FEASIBLE,127.110,0.930,0.900,False,1785.714,125.000,103.286,420.017,1.000
D_d63ed74809_run2,run2,7500,300,0.700,0.200,42,0.500,W2,0.850,decreasing-to-friday,0.020,2,4,22.000,40.000,17.000,17.000,equal,different_1_lt_2,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,4.000,0.638,False,7500,4,42,0.952,10.000,"[0.177, 0.173, 0.17, 0.167, 0.163, 0.075, 0.075]",22.000,23.000,FEASIBLE,109.950,0.938,0.900,False,1785.714,109.857,256.143,1200.040,1.000
D_d641f278e1_run1,run1,7500,300,0.700,0.200,42,0.500,W2,0.950,increasing-to-friday,0.020,2,6,12.000,38.000,13.000,17.000,extremes_low_high,different_1_lt_2,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,6.000,0.858,False,7500,1,52,0.238,12.381,"[0.183, 0.186, 0.19, 0.194, 0.197, 0.025, 0.025]",22.000,22.000,FEASIBLE,175.230,0.902,0.900,False,1785.714,175.238,237.524,420.018,1.000
D_d641f278e1_run2,run2,7500,300,0.700,0.200,42,0.500,W2,0.950,increasing-to-friday,0.020,2,6,12.000,38.000,13.000,17.000,extremes_low_high,different_1_lt_2,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,6.000,0.858,False,7500,1,52,0.238,12.381,"[0.183, 0.186, 0.19, 0.194, 0.197, 0.025, 0.025]",22.000,22.000,FEASIBLE,156.810,0.912,0.900,False,1785.714,156.857,219.143,1200.030,1.000
D_d689e277bb_run1,run1,7500,300,0.700,0.200,42,0.500,W2,0.950,uniform,0.020,2,4,22.000,40.000,15.000,15.000,equal,different_1_lt_2,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,4.000,0.611,False,7500,2,47,0.476,11.190,"[0.19, 0.19, 0.19, 0.19, 0.19, 0.025, 0.025]",22.000,24.000,OPTIMAL,94.260,0.947,0.900,False,1785.714,94.048,324.333,335.962,1.000
D_d689e277bb_run2,run2,7500,300,0.700,0.200,42,0.500,W2,0.950,uniform,0.020,2,4,22.000,40.000,15.000,15.000,equal,different_1_lt_2,2.000,625.000,892.857,1116.071,26.573,27,892.857,21.259,22,4.000,0.611,False,7500,2,47,0.476,11.190,"[0.19, 0.19, 0.19, 0.19, 0.19, 0.025, 0.025]",22.000,22.000,FEASIBLE,171.780,0.904,0.900,False,1785.714,171.714,234.000,1200.021,1.000
